elevator,rooms,address,price,size
,,"Monolocale in via della repubblica, Novate Milanese",1.000,15 
,2 ,"Bilocale in via pomponazzi pietro, Cermenate-Meda, Milano",1.200,60 
,2 ,"Bilocale in via bernardino verro, Vigentino, Milano",850,25 
,2 ,"Bilocale in Navigli-Porta Genova, Milano",650,25 
 con ascensore,,"Monolocale in via privata san mansueto, Bligny-Toscana, Milano",500,30 
,,"Monolocale in via anna frank, Pregnana Milanese",500,40 
 con ascensore,,"Monolocale in via beatrice d'este, 21, Mercalli-Quadronno, Milano",500,35 
 con ascensore,2 ,"Bilocale in via umbria, 72, Martini-Cuoco, Milano",900,60 
 con ascensore,2 ,"Bilocale in Palestro, Milano",1.800,70 
 con ascensore,2 ,"Bilocale in via bareggio, 12, Cusago",800,130 
 senza ascensore,2 ,"Bilocale in Maffucci, s.n.c, Bovisa, Milano",800,75 
 senza ascensore,2 ,"Bilocale in via modica, 20, Naviglio Grande-Barona, Milano",700,55 
 con ascensore,3 ,"Trilocale in via domenico cucchiari, Govone, Milano",677,75 
 con ascensore,2 ,"Bilocale in via plinio, s.n.c, Abruzzi, Milano",990,58 
 con ascensore,2 ,"Bilocale in via plinio, s.n.c, Abruzzi, Milano",950,55 
 con ascensore,3 ,"Trilocale in piazza sempione, Sempione, Milano",1.850,100 
 con ascensore,2 ,"Bilocale in piazza borromeo, Zona Sant`Ambrogio-Università Cattolica, Milano",1.600,85 
 con ascensore,2 ,"Bilocale in via nazario sauro, Baranzate",525,66 
 ,2 ,"Bilocale in via vittoria colonna, Fiera, Milano",1.200,80 
 con ascensore,4 ,"Quadrilocale in via bartolomeo eustachi, Abruzzi, Milano",1.700,135 
 con ascensore,3 ,"Trilocale in via ponte vetero, 18, Brera-Montenapoleone, Milano",3.000,111 
 con ascensore,2 ,"Bilocale in piazza giuseppe grandi, 4, Martini-Cuoco, Milano",1.200,63 
 con ascensore,2 ,"Bilocale in corso garibaldi, Moscova-Repubblica, Milano",1.750,85 
,2 ,"Bilocale in via san marco, Moscova-Repubblica, Milano",1.700,90 
 con ascensore,5 ,"Appartamento in pinerolo, San Siro, Milano",2.150,200 
 con ascensore,4 ,"Quadrilocale in piazza san marco, Moscova-Repubblica, Milano",3.000,160 
 con ascensore,3 ,"Trilocale in piazza sempione, Sempione, Milano",1.916,100 
 con ascensore,4 ,"Quadrilocale in via Arco, Brera-Montenapoleone, Milano",4.800,135 
 con ascensore,2 ,"Bilocale in via Ruggero di Lauria, 22, Fiera, Milano",1.000,55 
 con ascensore,,"Monolocale in via bligy, s.n.c, Bligny-Toscana, Milano",870,30 
 con ascensore,5 ,"Appartamento in pinerolo, San Siro, Milano",2.150,200 
 con ascensore,4 ,"Quadrilocale in piazza san marco, Moscova-Repubblica, Milano",3.000,160 
 con ascensore,3 ,"Trilocale in piazza sempione, Sempione, Milano",1.916,100 
 con ascensore,4 ,"Quadrilocale in via Arco, Brera-Montenapoleone, Milano",4.800,135 
 con ascensore,2 ,"Bilocale in via Ruggero di Lauria, 22, Fiera, Milano",1.000,55 
 con ascensore,,"Monolocale in via bligy, s.n.c, Bligny-Toscana, Milano",870,30 
 con ascensore,2 ,"Bilocale in via giovanni boccaccio, s.n.c, Ariosto-Magenta, Milano",1.650,60 
 con ascensore,,"Monolocale in via giovanni pacini, s.n.c, Teodosio-Porpora, Milano",700,40 
 senza ascensore,3 ,"Trilocale in via latisana, 6, Istria, Milano",950,70 
,,"Monolocale in via luigi capranica, 16, Teodosio-Porpora, Milano",650,30 
 con ascensore,,"Monolocale in via antonio bazzini, 9, Teodosio-Porpora, Milano",850,60 
 con ascensore,2 ,"Bilocale in corso vercelli, 52, Ariosto-Magenta, Milano",1.100,72 
 con ascensore,2 ,"Bilocale in via antonio gramsci, 1, Rondò-Torretta, Sesto San Giovanni",500,55 
 con ascensore,2 ,"Bilocale in via cassinari, 27, Rogoredo-Santa Giulia, Milano",1.000,80 
 con ascensore,2 ,"Bilocale in via giovanni pacini, 29, Teodosio-Porpora, Milano",1.150,85 
 con ascensore,3 ,"Trilocale in via carlo dolci, 1, Morgantini, Milano",1.000,80 
 senza ascensore,,"Monolocale in via sormani, 31, Cologno Monzese",450,40 
 senza ascensore,2 ,"Bilocale in via premuda, 16, Indipendenza-Regina Giovanna, Milano",900,50 
 con ascensore,3 ,"Trilocale in via rombon, 55, Udine, Milano",1.000,90 
 con ascensore,3 ,"Trilocale in via venosa, Martini-Cuoco, Milano",1.100,90 
 con ascensore,6 ,"Appartamento in via borgonuovo, Brera-Montenapoleone, Milano",6.667,250 
 con ascensore,2 ,"Bilocale in via montebello, Moscova-Repubblica, Milano",2.500,90 
 con ascensore,2 ,"Bilocale in via paolo sarpi, Cenisio-Sarpi, Milano",900,45 
 ,2 ,"Bilocale in via ciro menotti, Indipendenza-Regina Giovanna, Milano",800,50 
,,"Monolocale in via galvano fiamma, Indipendenza-Regina Giovanna, Milano",600,20 
 con ascensore,2 ,"Bilocale in corso di porta nuova, Moscova-Repubblica, Milano",1.750,85 
,,"Monolocale in via giacinto bruzzesi, Lorenteggio-Giambellino, Milano",950,32 
,2 ,"Bilocale in via olona, Lucernate-Ghisolfa, Rho",525,35 
,2 ,"Bilocale in via luigi alamanni, Vigentino, Milano",1.000,25 
,2 ,"Bilocale in via martesana, Vimodrone",1.200,55 
 ,2 ,"Bilocale in via ciro menotti, Indipendenza-Regina Giovanna, Milano",800,50 
,,"Monolocale in via galvano fiamma, Indipendenza-Regina Giovanna, Milano",600,20 
 con ascensore,2 ,"Bilocale in corso di porta nuova, Moscova-Repubblica, Milano",1.750,85 
,,"Monolocale in via giacinto bruzzesi, Lorenteggio-Giambellino, Milano",950,32 
,2 ,"Bilocale in via olona, Lucernate-Ghisolfa, Rho",525,35 
,2 ,"Bilocale in via luigi alamanni, Vigentino, Milano",1.000,25 
,2 ,"Bilocale in via martesana, Vimodrone",1.200,55 
,2 ,"Bilocale in via luigi mengoni, Bisceglie, Milano",900,50 
,2 ,"Bilocale in via della chiesa rossa, Gratosoglio, Milano",1.445,25 
 con ascensore,4 ,"Quadrilocale in via monte napoleone, Brera-Montenapoleone, Milano",3.850,140 
,2 ,"Bilocale in via fratelli picardi, 1, Rondinella-Baraggia-Restellone, Sesto San Giovanni",700,45 
 senza ascensore,2 ,"Bilocale in via briantea, Cernusco sul Naviglio",550,60 
 senza ascensore,2 ,"Bilocale in via francesco brioschi, 90, Cermenate-Meda, Milano",750,40 
 con ascensore,2 ,"Bilocale in via capri, Baggio, Milano",475,45 
,2 ,"Bilocale in via latisana, Istria, Milano",880,25 
,,"Monolocale in via tunisia, Centrale, Milano",1.200,15 
 senza ascensore,2 ,"Appartamento su due piani in via san vittore, 13, San Vittore-Washington, Milano",1.150,54 
,2 ,"Bilocale in via don ernesto vercesi, Bresso",500,65 
 con ascensore,2 ,"Bilocale in via aleardo aleardi, Cenisio-Sarpi, Milano",1.100,65 
 senza ascensore,2 ,"Bilocale in via luigi soderini, 27, Soderini, Milano",600,45 
 con ascensore,3 ,"Trilocale in via tolentino, 2, Govone, Milano",1.500,135 
 con ascensore,2 ,"Bilocale in via regina giovanna, Indipendenza-Regina Giovanna, Milano",1.250,85 
 con ascensore,5 ,"Appartamento su due piani in via valera, 8, Arese",5.000,331 
,3 ,"Trilocale in via aurelio saffi, Ariosto-Magenta, Milano",3.000,177 
 senza ascensore,2 ,"Appartamento su due piani in via ambrogio binda, Naviglio Grande-Barona, Milano",720,55 
,10 ,"Appartamento in via giovanni mayr, Palestro, Milano",5.416,358 
 con ascensore,6 ,"Appartamento in via giosuè carducci, San Vittore-Washington, Milano",60.000,300 
 ,3 ,"Trilocale in via ninfea, Cusano Milanino",620,110 
 ,7 ,"Appartamento in via giulio uberti, Indipendenza-Regina Giovanna, Milano",6.000,275 
 con ascensore,4 ,"Quadrilocale in via livorno, Palestro, Milano",2.750,160 
,3 ,"Trilocale in via cosseria, Bligny-Toscana, Milano",1.600,85 
,2 ,"Bilocale in via amerigo vespucci, Cologno Monzese",750,50 
,2 ,"Bilocale in via agostino bertani, Sempione, Milano",1.000,24 
,,"Monolocale in via giovanni pastorelli, Navigli-Porta Genova, Milano",2.100,15 
,2 ,"Bilocale in via stadera, Chiesa Rossa, Milano",800,40 
,,"Monolocale in via privata pantelleria, Varesina-Testori, Milano",1.500,15 
,,"Monolocale in via andrea massena, Portello-Tre Torri, Milano",1.700,15 
,2 ,"Bilocale in via emilio gola, Navigli-Porta Genova, Milano",1.150,25 
,2 ,"Bilocale in via degli imbriani, Dergano, Milano",1.100,35 
,2 ,"Bilocale in via privata valentino pasini, Indipendenza-Regina Giovanna, Milano",1.050,25 
,2 ,"Bilocale in via castel morrone, Indipendenza-Regina Giovanna, Milano",2.200,35 
,2 ,"Bilocale in via val di bondo, Comasina-Bruzzano, Milano",800,25 
,2 ,"Bilocale in via innocenzo isimbardi, Chiesa Rossa, Milano",1.500,35 
,2 ,"Bilocale in via catullo, Accursio, Milano",2.200,35 
,,"Monolocale in via giacomo watt, Naviglio Grande-Barona, Milano",1.200,15 
,2 ,"Bilocale in via corsica, Argonne-Corsica, Milano",1.500,25 
,2 ,"Bilocale in via gaetano braga, Greco-Villaggio dei Giornalisti, Milano",1.445,35 
,3 ,"Trilocale in via san giovanni bosco, Vanzago",800,80 
,2 ,"Bilocale in via camillo hajech, Indipendenza-Regina Giovanna, Milano",1.300,35 
,2 ,"Bilocale in via principe eugenio, Govone, Milano",1.800,25 
,,"Monolocale in piazza napoli, Solari-Savona-Tortona, Milano",800,15 
,,"Monolocale in via archimede, Indipendenza-Regina Giovanna, Milano",1.000,55 
,2 ,"Bilocale in via marcantonio dal re, Accursio, Milano",1.800,25 
,2 ,"Bilocale in via bligny, Bligny-Toscana, Milano",1.900,25 
,2 ,"Bilocale in via privata pantelleria, Varesina-Testori, Milano",1.600,25 
,2 ,"Bilocale in via bordighera, Cermenate-Meda, Milano",1.050,25 
,,"Monolocale in corso garibaldi, Moscova-Repubblica, Milano",1.000,15 
,,"Monolocale in via ennio, Martini-Cuoco, Milano",800,15 
,2 ,"Bilocale in via luigi canonica, Sempione, Milano",2.354,130 
,2 ,"Bilocale in via saronno, Sempione, Milano",1.200,50 
,2 ,"Bilocale in via giovanni pascoli, Vimodrone",1.050,80 
,2 ,"Bilocale in via morimondo, Naviglio Grande-Barona, Milano",1.050,25 
,2 ,"Bilocale in via ariberto, Navigli-Porta Genova, Milano",1.150,35 
,2 ,"Bilocale in via pietro pomponazzi, Cermenate-Meda, Milano",950,25 
,2 ,"Bilocale in via carlo pisacane, Indipendenza-Regina Giovanna, Milano",1.900,25 
,,"Monolocale in via nicola antonio porpora, Teodosio-Porpora, Milano",750,15 
,,"Monolocale in via premuda, Indipendenza-Regina Giovanna, Milano",900,15 
,2 ,"Bilocale in via premuda, Indipendenza-Regina Giovanna, Milano",1.000,25 
,2 ,"Bilocale in via abbadesse, Istria, Milano",1.050,25 
,2 ,"Bilocale in corso buenos aires, Palestro, Milano",2.100,25 
,2 ,"Bilocale in via domenichino, Fiera, Milano",1.500,35 
,,"Monolocale in via vigevano, Navigli-Porta Genova, Milano",1.445,15 
,2 ,"Bilocale in via carlo de cristoforis, Garibaldi-Isola, Milano",1.300,25 
,,"Monolocale in via matteo civitali, Morgantini, Milano",749,30 
,2 ,"Bilocale in via sant'erlembaldo, Gorla, Milano",1.400,50 
,2 ,"Bilocale in via piero della francesca, Sempione, Milano",2.500,35 
,2 ,"Bilocale in via demonte, Cà Granda, Milano",1.000,25 
,,"Monolocale in via angelo filippetti, Mercalli-Quadronno, Milano",800,15 
,,"Monolocale in piazza santa giustina, Affori, Milano",630,60 
,2 ,"Bilocale in via luigi de andreis, Argonne-Corsica, Milano",1.100,25 
,,"Monolocale in via patroclo, San Siro, Milano",650,35 
,2 ,"Bilocale in via giulio romano, Bligny-Toscana, Milano",2.200,25 
,2 ,"Bilocale in via catullo, Accursio, Milano",2.200,35 
,2 ,"Bilocale in via privata pantelleria, Varesina-Testori, Milano",1.700,35 
,2 ,"Bilocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",900,25 
,2 ,"Bilocale in via filippo argelati, Navigli-Porta Genova, Milano",2.500,25 
,2 ,"Bilocale in via privata ebro, Vigentino, Milano",780,40 
,,"Monolocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",1.900,15 
,,"Monolocale in via panfilo castaldi, Palestro, Milano",1.900,15 
,2 ,"Bilocale in via bergognone, Solari-Savona-Tortona, Milano",2.100,25 
,,"Monolocale in via angelo filippetti, Mercalli-Quadronno, Milano",800,15 
,,"Monolocale in piazza santa giustina, Affori, Milano",630,60 
,2 ,"Bilocale in via luigi de andreis, Argonne-Corsica, Milano",1.100,25 
,,"Monolocale in via patroclo, San Siro, Milano",650,35 
,2 ,"Bilocale in via giulio romano, Bligny-Toscana, Milano",2.200,25 
,2 ,"Bilocale in via catullo, Accursio, Milano",2.200,35 
,2 ,"Bilocale in via privata pantelleria, Varesina-Testori, Milano",1.700,35 
,2 ,"Bilocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",900,25 
,2 ,"Bilocale in via filippo argelati, Navigli-Porta Genova, Milano",2.500,25 
,2 ,"Bilocale in via privata ebro, Vigentino, Milano",780,40 
,,"Monolocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",1.900,15 
,,"Monolocale in via panfilo castaldi, Palestro, Milano",1.900,15 
,2 ,"Bilocale in via bergognone, Solari-Savona-Tortona, Milano",2.100,25 
,2 ,"Bilocale in via pompeo cambiasi, Teodosio-Porpora, Milano",800,30 
,2 ,"Bilocale in via bordighera, Cermenate-Meda, Milano",950,25 
,,"Monolocale in corso san gottardo, Bligny-Toscana, Milano",2.300,15 
,2 ,"Bilocale in via principe eugenio, Govone, Milano",2.000,25 
,2 ,"Bilocale in corso di porta ticinese, Vetra-Missori, Milano",1.300,25 
,,"Monolocale in via dei pini, Buccinasco",1.100,15 
,2 ,"Bilocale in via carlo pisacane, Indipendenza-Regina Giovanna, Milano",2.200,25 
,2 ,"Bilocale in via ronchi, Udine, Milano",900,25 
,2 ,"Bilocale in via giuseppe candiani, Bovisa, Milano",1.000,50 
,,"Monolocale in via fezzan, Soderini, Milano",1.800,15 
,2 ,"Bilocale in via cristoforo gluck, Greco-Villaggio dei Giornalisti, Milano",750,25 
,2 ,"Bilocale in via desenzano, Bande Nere, Milano",1.045,45 
,,"Monolocale in via vivaio, Palestro, Milano",1.600,15 
,2 ,"Bilocale in via francesco arese, Garibaldi-Isola, Milano",950,25 
,,"Monolocale in via privata pantelleria, Varesina-Testori, Milano",1.500,15 
,,"Monolocale in via ennio, Martini-Cuoco, Milano",800,15 
,2 ,"Bilocale in via savona, Navigli-Porta Genova, Milano",1.715,60 
,2 ,"Bilocale in alzaia naviglio pavese, Navigli-Porta Genova, Milano",1.350,25 
,2 ,"Bilocale in via carlo pisacane, Indipendenza-Regina Giovanna, Milano",2.200,25 
,2 ,"Bilocale in via catullo, Accursio, Milano",2.050,25 
,,"Monolocale in via matteo civitali, Morgantini, Milano",699,30 
,2 ,"Bilocale in strada provinciale ex strada statale 11, Morgantini, Milano",1.658,25 
,2 ,"Bilocale in via giovanni battista sammartini, Greco-Villaggio dei Giornalisti, Milano",800,32 
,3 ,"Trilocale in via lovanio, Moscova-Repubblica, Milano",4.959,45 
,2 ,"Bilocale in via luigi federico menabrea, Dergano, Milano",650,40 
,,"Monolocale in via copernico, Centrale, Milano",1.900,15 
,2 ,"Bilocale in via piero pajardi, Lambrate, Milano",1.000,25 
,2 ,"Bilocale in piazza giovanni bausan, Bovisa, Milano",1.100,80 
,3 ,"Trilocale in via castel morrone, Indipendenza-Regina Giovanna, Milano",1.850,75 
,2 ,"Bilocale in corso garibaldi, Moscova-Repubblica, Milano",1.820,25 
 con ascensore,,"Monolocale in via privata cascia, 6, Crescenzago, Milano",780,95 
,2 ,"Bilocale in via ripamonti, Val di Sole-Fatima, Milano",850,65 
,2 ,"Bilocale in via monte nero, s.n.c, Cinque Giornate-Montenero-Libia, Milano",750,62 
,3 ,"Trilocale in via porta ronca, Centro, Rho",600,90 
 senza ascensore,2 ,"Bilocale in via giovanni ambrogio de predis, 2, Varesina-Testori, Milano",750,70 
 senza ascensore,4 ,"Quadrilocale in via giuseppe verdi, 100, Corbetta",1.000,85 
 senza ascensore,2 ,"Bilocale in cascina tolcinasco, 421, Pieve Emanuele",850,74 
 con ascensore,2 ,"Bilocale in via giuseppe monti, Olmi-Muggiano, Milano",650,60 
,2 ,"Bilocale in corso monforte, Palestro, Milano",1.350,70 
 con ascensore,3 ,"Trilocale in viale Mario Rapisardi, 19, Comasina-Bruzzano, Milano",800,60 
 senza ascensore,2 ,"Bilocale in via vigevano, 27, Navigli-Porta Genova, Milano",810,31 
 con ascensore,2 ,"Bilocale in via gabriele d'annunzio, Navigli-Porta Genova, Milano",1.100,65 
 con ascensore,5 ,"Appartamento in via camillo finocchiaro aprile, Palestro, Milano",2.660,200 
 con ascensore,,"Monolocale in via giovanni briosi, 12, Argonne-Corsica, Milano",700,30 
 con ascensore,3 ,"Trilocale in via lodovico muratori, Cinque Giornate-Montenero-Libia, Milano",1.250,90 
 con ascensore,,"Monolocale in via luigi de andreis, Argonne-Corsica, Milano",650,35 
 senza ascensore,2 ,"Bilocale in via Paladini, s.n.c, Argonne-Corsica, Milano",600,60 
 con ascensore,2 ,"Bilocale in via francesco guicciardini, Indipendenza-Regina Giovanna, Milano",1.100,55 
 con ascensore,5 ,"Appartamento in via carlo crivelli, Mercalli-Quadronno, Milano",3.800,187 
 con ascensore,2 ,"Bilocale in corso di porta romana, Mercalli-Quadronno, Milano",1.500,70 
 con ascensore,3 ,"Trilocale in via eugenio donadoni, Gallaratese, Milano",1.000,90 
,,"Monolocale in via mario pannunzio, 4, Varesina-Testori, Milano",850,98 
 senza ascensore,3 ,"Trilocale in via fratelli rosselli, Vimodrone",750,90 
 con ascensore,2 ,"Appartamento su due piani in via monza, 6, San Bernardino-Ospedale Nuovo, Legnano",600,66 
 ,4 ,"Quadrilocale in via ciro menotti, Indipendenza-Regina Giovanna, Milano",1.700,110 
 con ascensore,3 ,"Trilocale in viale Marche, 66, Istria, Milano",720,75 
 con ascensore,3 ,"Trilocale in via fratelli bressan, 30, Precotto, Milano",750,75 
,2 ,"Bilocale in via pietro bestiani, San Giuliano Milanese",700,70 
 ,6 ,"Appartamento in via torino, Vetra-Missori, Milano",4.375,280 
 con ascensore,2 ,"Bilocale in via san gregorio, Centrale, Milano",1.175,65 
 senza ascensore,3 ,"Trilocale in via don giovanni verità, 7, Bovisa, Milano",1.200,100 
 con ascensore,3 ,"Trilocale in via del carmine, Brera-Montenapoleone, Milano",2.600,90 
 ,3 ,"Trilocale in via del carmine, Brera-Montenapoleone, Milano",3.000,110 
 con ascensore,3 ,"Trilocale in corso di porta romana, Mercalli-Quadronno, Milano",1.850,80 
 con ascensore,4 ,"Quadrilocale in via gran sasso, Romagna, Milano",1.500,120 
,2 ,"Bilocale in via giuseppe frua, San Vittore-Washington, Milano",680,25 
 con ascensore,2 ,"Bilocale in via angiolo maffucci, Dergano, Milano",700,70 
,2 ,"Appartamento su due piani in via coluccio salutati, San Vittore-Washington, Milano",800,50 
 senza ascensore,,"Monolocale in roma, Segrate Centro, Segrate",400,35 
 con ascensore,3 ,"Trilocale in via ariberto, Navigli-Porta Genova, Milano",2.166,120 
 con ascensore,3 ,"Trilocale in via francesco nullo, Indipendenza-Regina Giovanna, Milano",1.300,93 
,2 ,Bilocale a San Colombano al Lambro,410,55 
 con ascensore,4 ,"Quadrilocale in via giovanni antonio plana, Govone, Milano",1.050,120 
 con ascensore,2 ,"Bilocale in via alessandro volta, Moscova-Repubblica, Milano",1.500,75 
 con ascensore,2 ,"Bilocale in via bonaventura zumbini, 46, Naviglio Grande-Barona, Milano",750,50 
 con ascensore,2 ,"Bilocale in via Saverio Altamura, 15, Morgantini, Milano",850,48 
 con ascensore,3 ,"Trilocale in via eugenio torelli viollier, 43, Greco-Villaggio dei Giornalisti, Milano",1.700,100 
,2 ,Bilocale a San Colombano al Lambro,410,55 
 con ascensore,4 ,"Quadrilocale in via giovanni antonio plana, Govone, Milano",1.050,120 
 con ascensore,2 ,"Bilocale in via alessandro volta, Moscova-Repubblica, Milano",1.500,75 
 con ascensore,2 ,"Bilocale in via bonaventura zumbini, 46, Naviglio Grande-Barona, Milano",750,50 
 con ascensore,2 ,"Bilocale in via Saverio Altamura, 15, Morgantini, Milano",850,48 
 con ascensore,3 ,"Trilocale in via eugenio torelli viollier, 43, Greco-Villaggio dei Giornalisti, Milano",1.700,100 
 con ascensore,2 ,"Bilocale in via antonio panizzi, Soderini, Milano",550,50 
 con ascensore,2 ,"Bilocale in via borgospesso, Brera-Montenapoleone, Milano",2.200,75 
 con ascensore,3 ,"Trilocale in corso buenos aires, 5, Palestro, Milano",1.900,98 
 con ascensore,,"Monolocale in via vittoria colonna, Fiera, Milano",800,30 
 con ascensore,2 ,"Bilocale in via Saldini Cesare, 38, Città Studi, Milano",900,60 
,,"Monolocale in via benvenuto cellini, Indipendenza-Regina Giovanna, Milano",1.000,60 
 ,2 ,"Bilocale in via dei caduti, Carpiano",580,72 
 con ascensore,,"Monolocale in via asiago, Gorla, Milano",500,45 
 senza ascensore,2 ,"Bilocale in via Pasquale Paoli, 3, Navigli-Porta Genova, Milano",1.000,55 
 con ascensore,3 ,"Trilocale in via raffaello sanzio, 24, Fiera, Milano",950,55 
 con ascensore,2 ,"Attico in Teodosio-Porpora, Milano",590,18 
 con ascensore,4 ,"Quadrilocale in corso sempione, Portello-Tre Torri, Milano",2.634,130 
 senza ascensore,3 ,"Trilocale in via martiri di cefalonia, 19, San Donato Milanese",1.500,85 
,2 ,"Bilocale in via domenico cucchiari, 15, Govone, Milano",590,59 
 con ascensore,3 ,"Trilocale in via domenico cucchiari, 15, Govone, Milano",774,77 
,3 ,"Trilocale in via domenico cucchiari, 15, Govone, Milano",774,77 
 con ascensore,2 ,"Bilocale in via domenico cucchiari, 15, Govone, Milano",677,68 
,2 ,"Bilocale in via paolo uccello, Fiera, Milano",950,70 
,2 ,"Bilocale in via paolo uccello, Fiera, Milano",950,70 
 con ascensore,4 ,"Quadrilocale in via sant'orsola, Zona Sant`Ambrogio-Università Cattolica, Milano",1.500,85 
,2 ,"Appartamento su due piani in via della orombella, 39, Cambiago",550,70 
,2 ,"Bilocale in via toscana, Cologno Monzese",570,65 
 con ascensore,3 ,"Trilocale in via giovanni spadolini, Vigentino, Milano",1.300,100 
 con ascensore,3 ,"Trilocale in via san damiano, Palestro, Milano",2.167,117 
 con ascensore,2 ,"Bilocale in via domenico cucchiari, 15, Govone, Milano",665,67 
 con ascensore,2 ,"Bilocale in via giovanni battista piranesi, 75, Argonne-Corsica, Milano",1.100,65 
 con ascensore,2 ,"Bilocale in via della moscova, Moscova-Repubblica, Milano",1.500,90 
 con ascensore,2 ,"Bilocale in via dell'orso, Duomo-Castello, Milano",1.400,60 
 con ascensore,5 ,"Appartamento in via monte santo, Moscova-Repubblica, Milano",2.100,150 
 con ascensore,3 ,"Trilocale in sciesa, Cinque Giornate-Montenero-Libia, Milano",1.500,70 
 ,2 ,"Bilocale in via dei mille, Indipendenza-Regina Giovanna, Milano",1.100,75 
 con ascensore,4 ,"Quadrilocale in via fatebenefratelli, Moscova-Repubblica, Milano",2.500,145 
,,Monolocale a Peschiera Borromeo,940,80 
 con ascensore,3 ,"Trilocale in via guido cavalcanti, 9, Brianza-Pasteur, Milano",1.100,65 
 senza ascensore,3 ,"Trilocale in via monte rosa, 35, Cologno Monzese",900,110 
 senza ascensore,2 ,"Bilocale in via N.Sauro, 100, Pregnana Milanese",700,80 
,2 ,"Bilocale in via archimede, 98, Indipendenza-Regina Giovanna, Milano",850,48 
,,"Monolocale in via Moro, 20, San Donato Milanese",1.000,80 
,5 ,"Appartamento in via gavirate, 4, San Siro, Milano",2.200,160 
,,"Monolocale in via giovanni battista piranesi, 18, Argonne-Corsica, Milano",1.800,40 
,2 ,"Bilocale in via bergognone, Solari-Savona-Tortona, Milano",1.000,75 
 con ascensore,6 ,"Appartamento in via domenico cimarosa, s.n.c, San Vittore-Washington, Milano",4.000,250 
 ,2 ,"Bilocale in via coni zugna, San Vittore-Washington, Milano",1.000,50 
 con ascensore,,"Monolocale in via padre pio, Peschiera Borromeo",500,55 
 con ascensore,,"Monolocale in via panfilo castaldi, 37, Palestro, Milano",584,47 
 ,3 ,"Trilocale in via privata simone schiaffino, Bovisa, Milano",900,95 
,2 ,"Bilocale in via goffredo mameli, Indipendenza-Regina Giovanna, Milano",770,50 
 con ascensore,6 ,"Appartamento in via Lario, 3, Buccinasco",500,140 
,,"Monolocale in via don giovanni verità, Bovisa, Milano",650,40 
 con ascensore,2 ,"Bilocale in ripa di porta ticinese, 27, Navigli-Porta Genova, Milano",850,55 
 con ascensore,2 ,"Bilocale in via melchiorre gioia, Garibaldi-Isola, Milano",1.150,100 
 con ascensore,4 ,"Quadrilocale in via pietro cossa, Palestro, Milano",3.350,200 
 con ascensore,4 ,"Quadrilocale in via fatebenefratelli, Moscova-Repubblica, Milano",45.000,160 
,,"Monolocale in via bernardino verro, Vigentino, Milano",700,42 
 con ascensore,2 ,"Bilocale in via tolentino, 17, Govone, Milano",700,65 
 senza ascensore,3 ,"Trilocale in via privata sant'ampellio, 4, Cermenate-Meda, Milano",1.500,80 
 con ascensore,2 ,"Bilocale in piazza cinque giornate, 6, Cinque Giornate-Montenero-Libia, Milano",1.500,60 
 con ascensore,3 ,"Trilocale in via privata simone schiaffino, Bovisa, Milano",800,80 
 con ascensore,3 ,"Trilocale in via privata simone schiaffino, Bovisa, Milano",800,80 
 con ascensore,2 ,"Bilocale in via privata simone schiaffino, Bovisa, Milano",800,80 
 con ascensore,3 ,"Trilocale in via privata simone schiaffino, Bovisa, Milano",800,80 
 senza ascensore,2 ,"Bilocale in corso di porta ticinese, Navigli-Porta Genova, Milano",1.000,50 
 ,3 ,"Trilocale in via filippo meda, Centro, Rho",1.050,100 
 con ascensore,3 ,"Trilocale in via sondrio, 5, Cusano Milanino",650,85 
 senza ascensore,5 ,Appartamento a Magenta,650,150 
 con ascensore,2 ,"Bilocale in via trieste, 8, San Donato Milanese",750,80 
,2 ,"Bilocale in via bernardino verro, Vigentino, Milano",1.100,60 
 con ascensore,3 ,"Trilocale in via melzi d'eril, 20, Sempione, Milano",2.000,135 
,7 ,"Villa in via ippodromo, San Siro, Milano",7.500,500 
 con ascensore,2 ,"Bilocale in via san luca, Mercalli-Quadronno, Milano",1.300,85 
 con ascensore,2 ,"Bilocale in via pietro colletta, Martini-Cuoco, Milano",1.100,60 
 con ascensore,3 ,"Attico in piazzale Libia, 22, Cinque Giornate-Montenero-Libia, Milano",1.300,85 
 con ascensore,4 ,"Quadrilocale in via mario donati, Soderini, Milano",2.500,170 
 con ascensore,,"Monolocale in viale abruzzi, Peschiera Borromeo",550,45 
 senza ascensore,3 ,"Attico in via binasco, Casarile",760,115 
 senza ascensore,3 ,"Trilocale in via costantino baroni, 190, Gratosoglio, Milano",850,94 
 con ascensore,3 ,"Appartamento su due piani in via angelo moro, 10, San Donato Milanese",1.150,125 
 con ascensore,3 ,"Trilocale in piazza del santuario, Garbagnate Milanese",650,100 
 con ascensore,2 ,"Bilocale in via sangallo, 1, Argonne-Corsica, Milano",950,80 
 con ascensore,8 ,"Appartamento in via gabrio serbelloni, Palestro, Milano",8.300,370 
 con ascensore,5 ,"Appartamento in via cernaia, Moscova-Repubblica, Milano",3.250,150 
 con ascensore,3 ,"Trilocale in via spartaco, Cinque Giornate-Montenero-Libia, Milano",1.550,67 
