elevator,rooms,address,price,size
 con ascensore,3 ,"Trilocale in via antonio fogazzaro, Cinque Giornate-Montenero-Libia, Milano",1.600,80 
 con ascensore,3 ,"Trilocale in via spartaco, Cinque Giornate-Montenero-Libia, Milano",2.000,122 
 con ascensore,3 ,"Attico in piazzale Libia, 22, Cinque Giornate-Montenero-Libia, Milano",1.300,85 
 con ascensore,4 ,"Quadrilocale in via mario donati, Soderini, Milano",2.500,170 
 con ascensore,,"Monolocale in viale abruzzi, Peschiera Borromeo",550,45 
 senza ascensore,3 ,"Attico in via binasco, Casarile",760,115 
 senza ascensore,3 ,"Trilocale in via costantino baroni, 190, Gratosoglio, Milano",850,94 
 con ascensore,3 ,"Appartamento su due piani in via angelo moro, 10, San Donato Milanese",1.150,125 
 con ascensore,3 ,"Trilocale in piazza del santuario, Garbagnate Milanese",650,100 
 con ascensore,2 ,"Bilocale in via sangallo, 1, Argonne-Corsica, Milano",950,80 
 con ascensore,8 ,"Appartamento in via gabrio serbelloni, Palestro, Milano",8.300,370 
 con ascensore,5 ,"Appartamento in via cernaia, Moscova-Repubblica, Milano",3.250,150 
 con ascensore,3 ,"Trilocale in via spartaco, Cinque Giornate-Montenero-Libia, Milano",1.550,67 
 con ascensore,3 ,"Trilocale in via antonio fogazzaro, Cinque Giornate-Montenero-Libia, Milano",1.600,80 
 con ascensore,3 ,"Trilocale in via spartaco, Cinque Giornate-Montenero-Libia, Milano",2.000,122 
 con ascensore,3 ,"Trilocale in via friuli, s.n.c, Cinque Giornate-Montenero-Libia, Milano",1.400,90 
 con ascensore,2 ,"Bilocale in via borromei, Zona Sant`Ambrogio-Università Cattolica, Milano",1.834,90 
 con ascensore,3 ,"Trilocale in via morigi, Zona Sant`Ambrogio-Università Cattolica, Milano",2.000,125 
 con ascensore,3 ,"Trilocale in via Aldo Moro, 4, San Giovanni, Rho",800,74 
 con ascensore,4 ,"Quadrilocale in piazza emilia, Indipendenza-Regina Giovanna, Milano",2.250,120 
,3 ,"Trilocale in via pinturicchio, Romagna, Milano",1.300,110 
 ,2 ,Villa a Sedriano,520,70 
 con ascensore,3 ,"Trilocale in via degli abeti, Melegnano",670,95 
 con ascensore,2 ,"Bilocale in via rimini, 25, Naviglio Grande-Barona, Milano",950,60 
 con ascensore,3 ,"Trilocale in via san carlo, San Carlo-San Paolo-Stellanda, Rho",1.000,120 
 con ascensore,7 ,"Attico in via primaticcio, Soderini, Milano",3.500,180 
,2 ,"Bilocale in via filippo corridoni, Palestro, Milano",750,55 
 con ascensore,2 ,"Bilocale in via sofonisba anguissola, Bande Nere, Milano",790,76 
 con ascensore,5 ,"Appartamento in via vittor pisani, Centrale, Milano",2.500,140 
 con ascensore,2 ,"Bilocale in via privata mauro rota, Greco-Villaggio dei Giornalisti, Milano",660,70 
 con ascensore,3 ,"Trilocale in via roma, Bresso",625,97 
,2 ,"Bilocale in via giuseppe vigoni, Mercalli-Quadronno, Milano",1.100,70 
 con ascensore,3 ,"Trilocale in via vittoria colonna, Fiera, Milano",2.050,100 
 con ascensore,2 ,"Bilocale in corso di porta nuova, Moscova-Repubblica, Milano",1.400,45 
 con ascensore,6 ,"Appartamento in via ippolito nievo, Portello-Tre Torri, Milano",60.000,280 
 senza ascensore,2 ,"Bilocale in via paolo onorato vigliani, Fiera, Milano",800,55 
 con ascensore,,"Monolocale in via privata sartirana, Navigli-Porta Genova, Milano",1.150,20 
 con ascensore,6 ,"Appartamento in via dei piatti, Vetra-Missori, Milano",3.500,180 
 con ascensore,5 ,"Appartamento in galleria del corso, Vittorio Emanuele-Augusto, Milano",2.333,130 
 con ascensore,3 ,"Trilocale in piazza riccardo wagner, Ariosto-Magenta, Milano",1.500,85 
 con ascensore,,"Monolocale in via maria montessori, Mecenate, Milano",600,28 
 con ascensore,4 ,"Quadrilocale in via bruxelles, San Donato Milanese",1.500,115 
 con ascensore,2 ,"Bilocale in via oslavia, Sesto Marelli, Sesto San Giovanni",950,64 
 con ascensore,2 ,"Bilocale in via san rocco, Truccazzano",550,67 
 con ascensore,3 ,"Trilocale in via san mirocle, Rogoredo-Santa Giulia, Milano",1.000,100 
 con ascensore,3 ,"Trilocale in via giacomo puccini, 3, Zona Sant`Ambrogio-Università Cattolica, Milano",2.680,134 
 con ascensore,3 ,"Trilocale in via leone tolstoi, 64, Soderini, Milano",1.350,116 
 con ascensore,3 ,"Trilocale in via leone tolstoi, 72, Soderini, Milano",1.030,89 
 con ascensore,,"Monolocale in piazza della repubblica, Moscova-Repubblica, Milano",1.200,50 
 con ascensore,3 ,"Trilocale in via marconi, Basiglio",1.300,117 
 con ascensore,3 ,"Trilocale in via privata giovanni battista carta, 3, Crescenzago, Milano",1.100,110 
 ,3 ,"Trilocale in via borgospesso, Brera-Montenapoleone, Milano",3.000,140 
 con ascensore,5 ,"Appartamento in via carlo goldoni, Indipendenza-Regina Giovanna, Milano",1.750,140 
 con ascensore,2 ,"Bilocale in via filippo turati, s.n.c, Pero",580,60 
 con ascensore,,"Monolocale in via carlo marx, Axum-San Carlo, Milano",400,40 
,,"Monolocale in via aldo moro, Peschiera Borromeo",550,45 
 senza ascensore,2 ,"Bilocale in via rovigno, 23, Gorla, Milano",1.200,50 
 con ascensore,2 ,"Bilocale in via casale, Navigli-Porta Genova, Milano",1.800,80 
 con ascensore,4 ,"Quadrilocale in foro buonaparte, Duomo-Castello, Milano",3.000,170 
,3 ,"Trilocale in via sofia bisi albini, 1, Istria, Milano",1.000,70 
 con ascensore,3 ,"Trilocale in via del bollo, Vetra-Missori, Milano",1.800,78 
 con ascensore,5 ,"Appartamento in via morigi, Zona Sant`Ambrogio-Università Cattolica, Milano",3.333,155 
 con ascensore,3 ,"Trilocale in via osti, Centro Storico, Milano",2.000,120 
 con ascensore,2 ,"Bilocale in via osti, Centro Storico, Milano",1.500,65 
,3 ,"Appartamento su due piani in via giuseppe garibaldi, Carugate",650,80 
 senza ascensore,4 ,"Quadrilocale in via francesco petrarca, 23, Rozzano",1.200,120 
 ,3 ,"Attico in via roberto lepetit, Centrale, Milano",1.500,65 
,,"Monolocale in via privata fratelli piazza, 5, Baggio, Milano",650,35 
 con ascensore,4 ,"Quadrilocale in via francesco cherubini, Ariosto-Magenta, Milano",1.600,140 
 senza ascensore,,"Monolocale in via giuseppe meda, 6, Navigli-Porta Genova, Milano",900,50 
 con ascensore,3 ,"Trilocale in via carlo dossi, 1, Mazzo-Terrazzano-Pantanedo, Rho",900,110 
 con ascensore,4 ,"Quadrilocale in via dell'annunciata, Brera-Montenapoleone, Milano",3.250,180 
 con ascensore,4 ,"Quadrilocale in via eugenio montale, Gallaratese, Milano",1.800,140 
,7 ,"Villa in via mosè bianchi, Fiera, Milano",5.400,330 
 con ascensore,2 ,"Bilocale in via correggio, Fiera, Milano",1.000,45 
,3 ,"Trilocale in via romeo frassinetti, Morgantini, Milano",1.300,104 
 con ascensore,3 ,"Trilocale in via filippo turati, Moscova-Repubblica, Milano",2.166,120 
 con ascensore,4 ,"Quadrilocale in via fatebenefratelli, Milano",3.333,186 
 con ascensore,4 ,"Quadrilocale in via cernaia, Moscova-Repubblica, Milano",3.166,170 
 con ascensore,2 ,"Bilocale in via dei fabbri, Vetra-Missori, Milano",1.500,70 
 con ascensore,2 ,"Bilocale in via tommaso salvini, Palestro, Milano",2.833,115 
 con ascensore,2 ,"Bilocale in via cappuccio, Zona Sant`Ambrogio-Università Cattolica, Milano",1.500,85 
 con ascensore,5 ,"Appartamento in via dell'annunciata, Brera-Montenapoleone, Milano",4.166,220 
 con ascensore,4 ,"Quadrilocale in via giosué carducci, San Vittore-Washington, Milano",1.915,135 
 senza ascensore,2 ,"Bilocale in via archimede, 14, Indipendenza-Regina Giovanna, Milano",1.300,55 
 con ascensore,5 ,"Appartamento in via ippodromo, San Siro, Milano",3.500,240 
 ,2 ,"Bilocale in corso san gottardo, Bligny-Toscana, Milano",1.200,60 
 con ascensore,3 ,"Trilocale in via luigi soderini, Soderini, Milano",1.000,100 
 con ascensore,6 ,"Appartamento in via luigi soderini, Soderini, Milano",3.150,300 
 con ascensore,3 ,"Trilocale in via capo palinuro, Naviglio Grande-Barona, Milano",1.100,85 
 senza ascensore,3 ,"Trilocale in via Nardi, 5, Basiano",700,70 
 senza ascensore,3 ,"Trilocale in via de gasperi, s.n.c, Peschiera Borromeo",900,100 
 con ascensore,3 ,"Trilocale in via giosuè carducci, 12, San Vittore-Washington, Milano",1.334,90 
 con ascensore,3 ,"Trilocale in via giuseppe dossetti, San Donato Milanese",1.500,110 
 con ascensore,6 ,"Appartamento in via della moscova, Moscova-Repubblica, Milano",3.333,242 
 con ascensore,5 ,"Appartamento in foro buonaparte, Duomo-Castello, Milano",3.000,170 
 con ascensore,6 ,"Appartamento in via daniele manin, Palestro, Milano",4.500,310 
 con ascensore,5 ,"Appartamento in corso monforte, Palestro, Milano",4.000,250 
,2 ,"Bilocale in via chiesa rossa, Gratosoglio, Milano",1.250,70 
 con ascensore,6 ,"Appartamento in via durini, Vittorio Emanuele-Augusto, Milano",5.000,300 
 con ascensore,4 ,"Quadrilocale in via rodolfo morandi, San Donato Milanese",1.450,140 
 con ascensore,,"Attico in via federico tesio, San Siro, Milano",650,45 
,2 ,"Bilocale in via monferrato, San Vittore-Washington, Milano",1.040,65 
 senza ascensore,,"Appartamento su due piani in via michele pericle negrotto, 31, Quarto Oggiaro-Euromilano, Milano",1.250,130 
 con ascensore,7 ,"Appartamento in piazza eleonora duse, Palestro, Milano",5.400,270 
 con ascensore,2 ,"Bilocale in via desiderio da settignano, Fiera, Milano",950,70 
 senza ascensore,2 ,"Bilocale in via michele pericle negrotto, 31, Quarto Oggiaro-Euromilano, Milano",750,60 
 con ascensore,2 ,"Bilocale in piazza Bande Nere, 41, Soderini, Milano",1.250,55 
 con ascensore,5 ,"Appartamento in via pinerolo, San Siro, Milano",5.000,280 
 con ascensore,2 ,"Bilocale in piazza giuseppe grandi, Martini-Cuoco, Milano",1.200,63 
 con ascensore,2 ,"Bilocale in via madre anna eugenia picco, 15, Turro, Milano",700,55 
,7 ,"Villa in via ippodromo, San Siro, Milano",7.000,500 
 con ascensore,3 ,"Trilocale in via camillo golgi, Opera",700,70 
 con ascensore,3 ,"Trilocale in via francesco croce, Abbiategrasso",950,150 
 ,2 ,"Bilocale in via ada negri, Morimondo",390,55 
,2 ,"Bilocale in via ada negri, Morimondo",390,55 
 ,2 ,"Bilocale in vico magazzeno, Abbiategrasso",700,67 
 ,3 ,"Trilocale in corso san martino, Abbiategrasso",850,80 
 con ascensore,3 ,"Trilocale in alzaia naviglio pavese, Navigli-Porta Genova, Milano",900,75 
,6 ,"Appartamento su due piani in via mario borsa, Gallaratese, Milano",3.000,140 
 con ascensore,3 ,"Trilocale in via Ergisto Bezzi, 5, San Vittore-Washington, Milano",1.200,85 
 con ascensore,9 ,"Appartamento in via Cappuccio, Zona Sant`Ambrogio-Università Cattolica, Milano",6.666,319 
 con ascensore,9 ,"Appartamento in via Cappuccio, Zona Sant`Ambrogio-Università Cattolica, Milano",6.666,319 
 senza ascensore,2 ,"Bilocale in Ripa di Porta Ticinese, 33, Navigli-Porta Genova, Milano",1.600,60 
 con ascensore,4 ,"Quadrilocale in piazza Esquilino, San Siro, Milano",2.000,140 
,8 ,"Villa in Pagano, Ariosto-Magenta, Milano",4.800,360 
 con ascensore,2 ,"Bilocale in piazza Grandi, s.n.c, Martini-Cuoco, Milano",1.000,53 
 con ascensore,5 ,"Appartamento in via ippolito nievo, Portello-Tre Torri, Milano",2.833,176 
 con ascensore,,"Monolocale in Sant'Agostino, 1, San Vittore-Washington, Milano",700,45 
 con ascensore,2 ,"Bilocale in via Bambini di Beslan, 28, San Giuliano Milanese",600,60 
,5 ,"Attico in piazza Risorgimento, Melzo",1.100,185 
 con ascensore,2 ,"Bilocale in via Bruzzesi, 37, Lorenteggio-Giambellino, Milano",890,63 
 con ascensore,2 ,"Bilocale in via Val Maggia, Corvetto, Milano",720,72 
 con ascensore,,"Monolocale in via Amatore Sciesa, Cinque Giornate-Montenero-Libia, Milano",550,28 
 con ascensore,,"Monolocale in via Panfilo Castaldi, 32, Palestro, Milano",600,25 
,2 ,"Bilocale in via Viale Corsica, 4, Argonne-Corsica, Milano",900,60 
 con ascensore,,"Monolocale in via San Carlo, 90, San Carlo-San Paolo-Stellanda, Rho",550,40 
 con ascensore,2 ,"Bilocale in via Arco, Brera-Montenapoleone, Milano",2.333,75 
,2 ,"Casa indipendente in via Giovanni Pascoli, 43, Area Novegro-San Felice, Segrate",650,35 
 con ascensore,2 ,"Bilocale in via Giacomo Matteotti, 5, Carpiano",600,70 
,2 ,"Bilocale in via Picozzi Antonio, 20, Teodosio-Porpora, Milano",680,40 
 senza ascensore,4 ,"Quadrilocale in via Viale Tibaldi, 14, Navigli-Porta Genova, Milano",1.650,90 
 senza ascensore,2 ,"Appartamento su due piani in via Voghera, 8, Solari-Savona-Tortona, Milano",1.400,100 
,,"Monolocale in viandei fontanili, 2, Vigentino, Milano",800,50 
 con ascensore,2 ,"Bilocale in via francesco brioschi, 100, Cermenate-Meda, Milano",650,50 
,7 ,"Villa in milano due, s.n.c, Milano Due, Segrate",3.500,450 
 senza ascensore,7 ,"Appartamento in milano, s.n.c, Duomo-Castello, Milano",3.500,450 
,2 ,"Bilocale in via giovanni da cermenate, Chiesa Rossa, Milano",900,50 
 con ascensore,2 ,"Bilocale in via san pietro, Mazzo-Terrazzano-Pantanedo, Rho",750,65 
,2 ,"Bilocale in via rutilia, Vigentino, Milano",820,65 
 con ascensore,2 ,"Bilocale in via gamboloita, Corvetto, Milano",770,45 
 con ascensore,3 ,"Trilocale in San Vittore-Washington, Milano",2.250,130 
,4 ,Villetta a schiera a Cornaredo,1.300,150 
,6 ,Villa a Arese,2.500,250 
 ,2 ,"Bilocale in Quarto Oggiaro-Euromilano, Milano",540,45 
 con ascensore,2 ,"Bilocale in via Luigi Manzotti, 25, Bovisa, Milano",900,73 
 con ascensore,3 ,"Trilocale in Città Studi, Milano",1.600,90 
,4 ,Quadrilocale a Trezzano sul Naviglio,900,145 
 senza ascensore,,"Monolocale in via monterotondo, 9, Niguarda, Milano",550,51 
 con ascensore,2 ,"Bilocale in Ariosto-Magenta, Milano",1.650,90 
 con ascensore,3 ,"Trilocale in Soderini, Milano",1.980,110 
 con ascensore,3 ,Trilocale a Arese,1.000,100 
 con ascensore,3 ,"Trilocale in Città Studi, Milano",1.850,80 
,2 ,Bilocale a Vimodrone,700,75 
 con ascensore,3 ,"Trilocale in via montebello, Moscova-Repubblica, Milano",2.800,110 
,2 ,Bilocale a Cuggiono,500,55 
 senza ascensore,3 ,Trilocale a Cologno Monzese,750,80 
 ,2 ,"Bilocale in Navigli-Porta Genova, Milano",800,50 
,,Monolocale a Magenta,450,35 
,3 ,"Trilocale in via repubblica, 9, Cesano Boscone",850,80 
 con ascensore,3 ,"Trilocale in piazza giuseppe grandi, 4, Martini-Cuoco, Milano",1.300,76 
 con ascensore,3 ,"Trilocale in via borgospesso, s.n.c, Brera-Montenapoleone, Milano",3.000,130 
 senza ascensore,2 ,"Bilocale in via niccolò machiavelli, s.n.c, Ariosto-Magenta, Milano",1.000,55 
,4 ,"Quadrilocale in via quadronno, 4, Mercalli-Quadronno, Milano",2.500,150 
 con ascensore,2 ,"Bilocale in piazza missori, 1, Vetra-Missori, Milano",1.500,90 
,2 ,"Bilocale in via fratelli cervi, s.n.c, Milano Due, Segrate",1.100,65 
 con ascensore,2 ,"Bilocale in via alberto da giussano, Ariosto-Magenta, Milano",2.400,90 
 con ascensore,2 ,"Bilocale in via pietro micca, 3, San Martino-San Domenico, Legnano",450,70 
,2 ,"Bilocale in via bernardino zenale, San Vittore-Washington, Milano",1.500,70 
,,"Monolocale in Martini-Cuoco, Milano",500,28 
 con ascensore,3 ,"Trilocale in piazza del duomo, 1, Duomo-Castello, Milano",2.300,115 
,2 ,"Bilocale in via rosa massara de capitani, s.n.c, Bovisa, Milano",600,50 
,2 ,"Bilocale in via fratelli cervi, s.n.c, Milano Due, Segrate",1.100,65 
 con ascensore,2 ,"Bilocale in via alberto da giussano, Ariosto-Magenta, Milano",2.400,90 
 con ascensore,2 ,"Bilocale in via pietro micca, 3, San Martino-San Domenico, Legnano",450,70 
,2 ,"Bilocale in via bernardino zenale, San Vittore-Washington, Milano",1.500,70 
,,"Monolocale in Martini-Cuoco, Milano",500,28 
 con ascensore,3 ,"Trilocale in piazza del duomo, 1, Duomo-Castello, Milano",2.300,115 
,2 ,"Bilocale in via rosa massara de capitani, s.n.c, Bovisa, Milano",600,50 
 con ascensore,2 ,"Bilocale in via giuditta sidoli, s.n.c, Indipendenza-Regina Giovanna, Milano",750,60 
,3 ,"Trilocale in via morandi, 82, Bareggio",600,85 
 con ascensore,3 ,"Trilocale in piazza giuseppe maggiolini, 1, Parabiago",600,110 
,2 ,"Bilocale in via derganino, 18, Dergano, Milano",650,55 
,2 ,"Bilocale in via andrea appiani, 24, Moscova-Repubblica, Milano",1.000,50 
,3 ,"Trilocale in via guglielmo marconi, s.n.c, Binasco",750,120 
,6 ,"Villetta a schiera in via aldo moro, 10, San Giorgio Su Legnano",1.100,250 
 con ascensore,4 ,"Quadrilocale in Boffalora-Torretta, Milano",1.000,114 
 con ascensore,3 ,"Trilocale in via piave, 68, Corbetta",600,76 
 con ascensore,4 ,"Quadrilocale in via dante alighieri, 7, Pero",1.000,100 
 ,3 ,"Trilocale in via roma, 17, Cesate",800,110 
 senza ascensore,3 ,"Trilocale in via giuseppe ripamonti, s.n.c, Bligny-Toscana, Milano",1.830,90 
 con ascensore,7 ,"Attico in via cosimo del fante, Mercalli-Quadronno, Milano",6.500,340 
 con ascensore,2 ,"Bilocale in via belisario, 9, Fiera, Milano",800,60 
 con ascensore,4 ,"Quadrilocale in piazza della repubblica, 27, Centrale, Milano",1.850,155 
,4 ,"Villa in via alessandro volta, 55, Legnarello-Frati-Olmina, Legnano",1.000,150 
 senza ascensore,3 ,"Trilocale in via xxiv maggio, 51, Cerro Maggiore",750,90 
,2 ,"Bilocale in via Palmiro Togliatti, Mazzo-Terrazzano-Pantanedo, Rho",2.590,110 
 senza ascensore,2 ,"Bilocale in via cassanese, 174, Segrate Centro, Segrate",500,50 
,2 ,"Bilocale in piazza Indipendenza, 25, Parabiago",550,75 
,,"Monolocale in via ascanio sforza, 81, Cermenate-Meda, Milano",750,50 
 con ascensore,2 ,"Bilocale in via degli imbriani, Dergano, Milano",800,50 
 con ascensore,2 ,"Bilocale in via nino bixio, Indipendenza-Regina Giovanna, Milano",840,55 
 senza ascensore,2 ,"Bilocale in via jacopo dal verme, Garibaldi-Isola, Milano",950,50 
 con ascensore,2 ,"Bilocale in piazza san lorenzo, Trezzano sul Naviglio",800,95 
 con ascensore,2 ,"Bilocale in via testi, Cà Granda, Milano",800,55 
 con ascensore,2 ,"Bilocale in via andrea maria ampère, Teodosio-Porpora, Milano",750,45 
 ,2 ,"Bilocale in via reali, Paderno Dugnano",600,50 
 con ascensore,,"Monolocale in via toscana, Bligny-Toscana, Milano",600,35 
 con ascensore,3 ,"Trilocale in via prati, Portello-Tre Torri, Milano",1.400,90 
 con ascensore,2 ,"Bilocale in corso venezia, Palestro, Milano",1.200,70 
 con ascensore,,"Monolocale in corso garibaldi, 125, Moscova-Repubblica, Milano",850,30 
 con ascensore,3 ,"Trilocale in via bassini, Città Studi, Milano",1.500,90 
,2 ,Bilocale a Cologno Monzese,550,45 
 con ascensore,2 ,"Bilocale in viastrigelli, Martini-Cuoco, Milano",850,70 
 con ascensore,,"Monolocale in via vincenzo capelli, Garibaldi-Isola, Milano",1.600,55 
 con ascensore,3 ,"Trilocale in via savona, Solari-Savona-Tortona, Milano",1.150,110 
,4 ,Quadrilocale a Vimodrone,900,120 
,,"Monolocale in Rondò-Torretta, Sesto San Giovanni",400,25 
 senza ascensore,3 ,"Trilocale in via farsaglia, Martini-Cuoco, Milano",850,75 
 con ascensore,2 ,"Bilocale in Sempione, Milano",1.100,52 
 con ascensore,3 ,"Trilocale in via giuseppe dezza, s.n.c, San Vittore-Washington, Milano",1.100,100 
 con ascensore,3 ,"Trilocale in via giuseppe dezza, s.n.c, San Vittore-Washington, Milano",1.100,100 
,3 ,"Trilocale in via giuseppe dezza, s.n.c, San Vittore-Washington, Milano",950,90 
,3 ,"Trilocale in via giuseppe dezza, s.n.c, San Vittore-Washington, Milano",950,90 
 con ascensore,2 ,"Attico in Centrale, Milano",1.800,85 
 con ascensore,2 ,Bilocale a Abbiategrasso,450,45 
 senza ascensore,4 ,"Quadrilocale in Brera-Montenapoleone, Milano",2.500,125 
 con ascensore,3 ,"Trilocale in via giuseppe castelli, Melegnano",650,90 
 senza ascensore,2 ,"Bilocale in via san martino, Mercalli-Quadronno, Milano",900,60 
 senza ascensore,2 ,"Bilocale in via san martino, Mercalli-Quadronno, Milano",950,50 
 con ascensore,,"Monolocale in via sangallo, Argonne-Corsica, Milano",650,40 
 senza ascensore,2 ,Bilocale a Arconate,450,60 
